team,pts,shots,pass,possession
ARS,0.6239157350828063,32.68163919808975,76.20290101101116,92.53758090492579
MC,23.10864323625078,42.51556691155183,60.79263016360088,63.920843883933145
MU,15.329726949593697,16.772559538199637,58.633718441888014,52.67700390903982
TOT,2.4351351012215035,38.223218342480294,26.618981144564025,42.428885289488974
LIV,3.4010639768837865,31.70678450410027,30.042556553909872,46.7388581692052
CHE,18.89987614666078,42.54893761032663,67.34616690650421,26.527138900188895
