team,pts,shots,pass,possession
ARS,0.4872579496384145,19.933711987963328,35.04174234059474,59.03628497906253
MC,21.014958386879556,34.20472240121191,44.37973906308533,52.59049413480463
MU,13.642379511904274,12.663440121071359,28.915162620506884,21.0549878795645
TOT,2.0377192726736872,30.897556341373456,11.93652137549275,22.359120293189704
LIV,3.00650137184588,23.527668558198712,14.684936756564074,24.79099786498144
CHE,17.4043165805236,35.285806510440175,8.702475997296578,6.001394573846311
